PARAGRAPH NUMBER	ENTITY TYPE	ENTITY	CO-OCCURRING NOUNS	CO-OCCURRING ADJECTIVES	CO-OCCURRING VERBS	VALENCE	AROUSAL	DOMINANCE	SENTENCE
853	PERSON	Queen	flax;distaff		be;say;burn;have;sit	5.59777777778	4.22444444444	5.54333333333	The Queen said that she had been sitting too near the fire, and had burnt all the flax that was upon her distaff.
853	LOCATION	the fire	flax;distaff		be;say;burn;have;sit	5.59777777778	4.22444444444	5.54333333333	The Queen said that she had been sitting too near the fire, and had burnt all the flax that was upon her distaff.
854	LOCATION	the river	slipper;water;satin	green	answer;be;drop;have;walk	6.095	3.715	5.605	She answered that she had been walking by the river and had dropped one of her green satin slippers into the water.
855	PERSON	the King	ring		say;happen;know;have	6.19666666667	3.91666666667	5.81333333333	But it so happened that the King knew better, for he had the ring himself, and he said:
857	PERSON	Queen	fairy;misfortune	much;ashamed	be;prevent;predict;beg;vex;think;see;have;tell	5.33933333333	4.236	5.22933333333	Then the Queen was very much ashamed, and she saw that the King was vexed with her; so she told him all that the fairies had predicted about Rosette, and begged him to think how the misfortunes might be prevented.
857	PERSON	the King	fairy;misfortune	much;ashamed	be;prevent;predict;beg;vex;think;see;have;tell	5.33933333333	4.236	5.22933333333	Then the Queen was very much ashamed, and she saw that the King was vexed with her; so she told him all that the fairies had predicted about Rosette, and begged him to think how the misfortunes might be prevented.
857	PERSON	Rosette	fairy;misfortune	much;ashamed	be;prevent;predict;beg;vex;think;see;have;tell	5.33933333333	4.236	5.22933333333	Then the Queen was very much ashamed, and she saw that the King was vexed with her; so she told him all that the fairies had predicted about Rosette, and begged him to think how the misfortunes might be prevented.
858	PERSON	the King	s	last;sad	be;say;look;turn	5.22714285714	4.00571428571	5.50142857143	Then it was the King"s turn to look sad, and at last he said:
859	PERSON	Rosette	s;way;son	little	be;head;cut;see;have;save	5.82363636364	4.22909090909	5.33454545455	"I see no way of saving our sons except by having Rosette"s head cut off while she is still little."
860	PERSON	Queen	tree;forest;people	old;great;hollow;last;hermit	do;be;say;tell;live;hear;consult;come;think	5.87909090909	4.13363636364	5.73954545455	So they thought and thought, but they could not tell what to do, until at last the Queen heard that in a great forest near the castle there was an old hermit, who lived in a hollow tree, and that people came from far and near to consult him; so she said:
860	LOCATION	the castle	tree;forest;people	old;great;hollow;last;hermit	do;be;say;tell;live;hear;consult;come;think	5.87909090909	4.13363636364	5.73954545455	So they thought and thought, but they could not tell what to do, until at last the Queen heard that in a great forest near the castle there was an old hermit, who lived in a hollow tree, and that people came from far and near to consult him; so she said:
862	PERSON	Queen	lady	fond	be;say;vex;see;recognise;come	6.18	4.03333333333	5.91111111111	At first when he saw them coming he was vexed, for he was not fond of ladies; but when he recognised the Queen, he said:
864	PERSON	Rosette	question;time	great;same	go;be;marry;ask;put	5.87105263158	4.13157894737	5.41473684211	When Rosette was fifteen years old the Great Prince went to the King and asked if it would not soon be time for her to be married, and the Little Prince put the same question to the Queen.
864	PERSON	Prince	question;time	great;same	go;be;marry;ask;put	5.87105263158	4.13157894737	5.41473684211	When Rosette was fifteen years old the Great Prince went to the King and asked if it would not soon be time for her to be married, and the Little Prince put the same question to the Queen.
864	PERSON	the King	question;time	great;same	go;be;marry;ask;put	5.87105263158	4.13157894737	5.41473684211	When Rosette was fifteen years old the Great Prince went to the King and asked if it would not soon be time for her to be married, and the Little Prince put the same question to the Queen.
864	PERSON	Little Prince	question;time	great;same	go;be;marry;ask;put	5.87105263158	4.13157894737	5.41473684211	When Rosette was fifteen years old the Great Prince went to the King and asked if it would not soon be time for her to be married, and the Little Prince put the same question to the Queen.
864	PERSON	Queen	question;time	great;same	go;be;marry;ask;put	5.87105263158	4.13157894737	5.41473684211	When Rosette was fifteen years old the Great Prince went to the King and asked if it would not soon be time for her to be married, and the Little Prince put the same question to the Queen.
865	PERSON	Rosette	everybody;bell	sorry	be;toll	5.51833333333	4.055	5.525	Everybody was sorry, Rosette especially, and all the bells in the kingdom were tolled.
865	LOCATION	the kingdom	everybody;bell	sorry	be;toll	5.51833333333	4.055	5.525	Everybody was sorry, Rosette especially, and all the bells in the kingdom were tolled.
867	PERSON	King	brother	new	say	6.372	4.234	5.73	The new King and his brother said to one another:
869	PERSON	Rosette	s;brother;embroidery;hand	busy	be;see;cry;take;get	5.40818181818	4.23	5.05181818182	Rosette was busy at her embroidery, but when she saw her brothers she got up, and taking the King"s hand cried:
869	PERSON	the King	s;brother;embroidery;hand	busy	be;see;cry;take;get	5.40818181818	4.23	5.05181818182	Rosette was busy at her embroidery, but when she saw her brothers she got up, and taking the King"s hand cried:
870	PERSON	King	tower	dull;tired	be;please;take	5.12333333333	3.89222222222	5.17555555556	Now that you are King, please take me out of this dull tower, for I am so tired of it."
871	PERSON	the King	tear;castle;plum;pocketful;sugar	beautiful	dry;be;begin;have;show;cry;bring;say;take;kiss;come;tell	5.73565217391	4.22347826087	5.62260869565	Then she began to cry, but the King kissed her and told her to dry her tears, as that was just what they had come for, to take her out of the tower and bring her to their beautiful castle, and the Prince showed her the pocketful of sugar plums he had brought for her, and said:
871	LOCATION	the tower	tear;castle;plum;pocketful;sugar	beautiful	dry;be;begin;have;show;cry;bring;say;take;kiss;come;tell	5.73565217391	4.22347826087	5.62260869565	Then she began to cry, but the King kissed her and told her to dry her tears, as that was just what they had come for, to take her out of the tower and bring her to their beautiful castle, and the Prince showed her the pocketful of sugar plums he had brought for her, and said:
871	PERSON	Prince	tear;castle;plum;pocketful;sugar	beautiful	dry;be;begin;have;show;cry;bring;say;take;kiss;come;tell	5.73565217391	4.22347826087	5.62260869565	Then she began to cry, but the King kissed her and told her to dry her tears, as that was just what they had come for, to take her out of the tower and bring her to their beautiful castle, and the Prince showed her the pocketful of sugar plums he had brought for her, and said:
872	PERSON	the King	marriage;tower;haste	ugly;grand	make;arrange;let;get	5.43916666667	3.96166666667	5.63	"Make haste, and let us get away from this ugly tower, and very soon the King will arrange a grand marriage for you."
875	PERSON	the King	peacocks;nobody;subject;care	good	be;marry;declare;eat;take	5.92470588235	4.16176470588	5.82823529412	I declare that I will never marry any one but the King of the Peacocks, and when I am Queen I will take very good care that nobody eats any of my subjects."
875	PERSON	Queen	peacocks;nobody;subject;care	good	be;marry;declare;eat;take	5.92470588235	4.16176470588	5.82823529412	I declare that I will never marry any one but the King of the Peacocks, and when I am Queen I will take very good care that nobody eats any of my subjects."
876	PERSON	the King		astonished;much	be	6.2	4.53666666667	5.3	At this the King was very much astonished.
877	PERSON	the King	peacocks;sister	little	say;find	6.18833333333	3.99666666667	5.885	"But, little sister," said he, "where shall we find the King of the Peacocks?"
882	PERSON	Rosette	dance;peacock;trouble;account;care	great	be;look;amuse;promise;take;make;thank	6.11	4.260625	5.8375	Rosette thanked them for all the trouble they were taking on her account, and promised to take great care of the kingdom, and only to amuse herself by looking at the peacock, and making Frisk dance while they were away.
882	LOCATION	the kingdom	dance;peacock;trouble;account;care	great	be;look;amuse;promise;take;make;thank	6.11	4.260625	5.8375	Rosette thanked them for all the trouble they were taking on her account, and promised to take great care of the kingdom, and only to amuse herself by looking at the peacock, and making Frisk dance while they were away.
884	PERSON	the King	peacocks		do;know	6.07666666667	3.78666666667	5.88666666667	"Do you know the King of the Peacocks?"
887	PERSON	the King	peacocks;cockchafer	distinguished-looking	ask;meet;know;find	6.262	3.68	5.946	He asked the most distinguished-looking cockchafer they met if he knew where they could find the King of the Peacocks.
889	PERSON	the King			say	5.955	4.44	6.205	said the King.
892	LOCATION	the city	peacock;feather;woman;anything;man	full;prettier	be;dress;reach;find;think	6.24545454545	3.87545454545	5.83545454545	When they reached the city they found it full of men and women who were dressed entirely in peacocks" feathers, which were evidently thought prettier than anything else.
896	PERSON	Rosette	bag;picture		say;draw;travel	6.352	4.06	6.362	So saying they drew from their travelling bag the picture of Rosette.
897	PERSON	The King	silence;time	last;long	say;look	5.61833333333	4.08833333333	5.65166666667	The King looked at it in silence a long time, but at last he said:
898	PERSON	Princess	world	beautiful;such	be;believe;have	6.35	4.495	5.60125	"I could not have believed that there was such a beautiful Princess in the world!"
900	PERSON	the King	fun;peacocks		be;make;think;reply	6.10222222222	4.35111111111	5.84888888889	"I think you must be making fun of me," replied the King of the Peacocks.
904	PERSON	Princess	peacocks;prison		say;arrive;stay	5.67333333333	4.59	5.70666666667	Off with you into prison, and stay there until the Princess arrives," said the King of the Peacocks.
904	PERSON	the King	peacocks;prison		say;arrive;stay	5.67333333333	4.59	5.70666666667	Off with you into prison, and stay there until the Princess arrives," said the King of the Peacocks.
905	PERSON	Rosette	nothing;portrait;s		be;gaze;take;do	5.875	4.028	5.677	As for Rosette"s portrait that was taken up to the palace, and the King did nothing but gaze at it all day and all night.
905	LOCATION	the palace	nothing;portrait;s		be;gaze;take;do	5.875	4.028	5.677	As for Rosette"s portrait that was taken up to the palace, and the King did nothing but gaze at it all day and all night.
